match_id,nick_name,full_name,pos,team,clearences,blocks,interceptions,recoveries,tackles_won
2292821,Kamara,Boubacar Kamara,Midfielder,AVL,2,2,2,9,2
2292821,Ramsey (Jacob),Jacob Ramsey,Midfielder,AVL,1,0,3,4,1
2292821,Tarkowski,James Tarkowski,Defender,EVE,3,0,1,4,2
2292821,Rondón,Salomón Rondón,Forward,EVE,0,0,0,1,0
2292821,Coady,Conor Coady,Defender,EVE,4,1,0,3,1
2292821,Alli,Bamidele Alli,Midfielder,EVE,0,0,0,1,0
2292821,Pickford,Jordan Pickford,Goalkeeper,EVE,1,0,1,8,0
2292821,Doucouré,Abdoulaye Doucouré,Midfielder,EVE,0,0,0,4,0
2292821,Iwobi,Alex Iwobi,Midfielder,EVE,1,0,0,6,2
2292821,Gray (Demarai),Demarai Gray,Midfielder,EVE,0,0,0,3,0
